column,column_ko,column_description,group_type,group,rows,yes_count,no_count,yes_rate,no_rate,yes_rate_percent,no_rate_percent,path
Billing_ZIP,청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,category_value,4227,1,0,1,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_4227_churn.csv
Billing_ZIP,청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,category_value,4239,1,0,1,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_4239_churn.csv
Billing_ZIP,청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,category_value,4240,1,0,1,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_4240_churn.csv
Billing_ZIP,청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,category_value,4243,1,0,1,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_4243_churn.csv
Billing_ZIP,청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,category_value,4249,1,0,1,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_4249_churn.csv
Billing_ZIP,청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,category_value,4254,1,0,1,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_4254_churn.csv
Billing_ZIP,청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,category_value,4264,1,0,1,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_4264_churn.csv
Billing_ZIP,청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,category_value,4269,1,0,1,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_4269_churn.csv
Billing_ZIP,청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,category_value,4281,1,0,1,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_4281_churn.csv
Billing_ZIP,청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,category_value,4282,1,0,1,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_4282_churn.csv
Billing_ZIP,청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,category_value,4283,1,0,1,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_4283_churn.csv
Billing_ZIP,청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,category_value,4295,1,0,1,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_4295_churn.csv
Billing_ZIP,청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,category_value,4297,1,0,1,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_4297_churn.csv
Billing_ZIP,청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,category_value,4301,1,0,1,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_4301_churn.csv
Billing_ZIP,청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,category_value,4302,1,0,1,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_4302_churn.csv
Billing_ZIP,청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,category_value,4339,1,0,1,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_4339_churn.csv
Billing_ZIP,청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,category_value,4341,1,0,1,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_4341_churn.csv
Billing_ZIP,청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,category_value,4343,1,0,1,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_4343_churn.csv
Billing_ZIP,청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,category_value,4348,1,0,1,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_4348_churn.csv
Billing_ZIP,청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,category_value,4350,1,0,1,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_4350_churn.csv
Billing_ZIP,청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,category_value,4357,1,0,1,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_4357_churn.csv
Billing_ZIP,청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,category_value,4358,1,0,1,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_4358_churn.csv
Billing_ZIP,청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,category_value,4368,1,0,1,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_4368_churn.csv
Billing_ZIP,청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,category_value,4404,1,0,1,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_4404_churn.csv
Billing_ZIP,청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,category_value,4408,1,0,1,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_4408_churn.csv
Billing_ZIP,청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,category_value,4410,1,0,1,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_4410_churn.csv
Billing_ZIP,청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,category_value,4411,1,0,1,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_4411_churn.csv
Billing_ZIP,청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,category_value,4414,1,0,1,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_4414_churn.csv
Billing_ZIP,청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,category_value,4415,1,0,1,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_4415_churn.csv
Billing_ZIP,청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,category_value,4418,1,0,1,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_4418_churn.csv
Billing_ZIP,청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,category_value,4420,1,0,1,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_4420_churn.csv
Billing_ZIP,청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,category_value,4421,1,0,1,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_4421_churn.csv
Billing_ZIP,청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,category_value,4428,1,0,1,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_4428_churn.csv
Billing_ZIP,청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,category_value,4441,1,0,1,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_4441_churn.csv
Billing_ZIP,청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,category_value,4444,1,0,1,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_4444_churn.csv
Billing_ZIP,청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,category_value,4451,1,0,1,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_4451_churn.csv
Billing_ZIP,청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,category_value,4452,1,0,1,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_4452_churn.csv
Billing_ZIP,청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,category_value,4463,1,0,1,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_4463_churn.csv
Billing_ZIP,청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,category_value,4468,1,0,1,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_4468_churn.csv
Billing_ZIP,청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,category_value,4477,1,0,1,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_4477_churn.csv
Billing_ZIP,청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,category_value,4481,1,0,1,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_4481_churn.csv
Billing_ZIP,청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,category_value,4491,1,0,1,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_4491_churn.csv
Billing_ZIP,청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,category_value,4493,1,0,1,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_4493_churn.csv
Billing_ZIP,청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,category_value,4535,1,0,1,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_4535_churn.csv
Billing_ZIP,청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,category_value,4583,1,0,1,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_4583_churn.csv
Billing_ZIP,청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,category_value,4584,1,0,1,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_4584_churn.csv
Billing_ZIP,청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,category_value,4587,1,0,1,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_4587_churn.csv
Billing_ZIP,청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,category_value,4590,1,0,1,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_4590_churn.csv
Billing_ZIP,청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,category_value,4642,1,0,1,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_4642_churn.csv
Billing_ZIP,청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,category_value,4645,1,0,1,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_4645_churn.csv
Billing_ZIP,청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,category_value,4743,1,0,1,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_4743_churn.csv
Billing_ZIP,청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,category_value,4752,1,0,1,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_4752_churn.csv
Billing_ZIP,청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,category_value,4794,1,0,1,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_4794_churn.csv
Billing_ZIP,청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,category_value,4801,1,0,1,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_4801_churn.csv
Billing_ZIP,청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,category_value,4825,1,0,1,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_4825_churn.csv
Billing_ZIP,청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,category_value,4834,1,0,1,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_4834_churn.csv
Billing_ZIP,청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,category_value,4836,1,0,1,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_4836_churn.csv
Billing_ZIP,청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,category_value,4877,1,0,1,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_4877_churn.csv
Billing_ZIP,청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,category_value,4889,1,0,1,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_4889_churn.csv
Billing_ZIP,청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,category_value,4890,1,0,1,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_4890_churn.csv
Billing_ZIP,청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,category_value,4935,1,0,1,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_4935_churn.csv
Billing_ZIP,청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,category_value,4942,1,0,1,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_4942_churn.csv
Billing_ZIP,청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,category_value,4948,1,0,1,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_4948_churn.csv
Billing_ZIP,청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,category_value,4958,1,0,1,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_4958_churn.csv
Billing_ZIP,청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,category_value,4970,1,0,1,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_4970_churn.csv
Billing_ZIP,청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,category_value,4974,1,0,1,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_4974_churn.csv
Billing_ZIP,청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,category_value,4976,1,0,1,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_4976_churn.csv
Billing_ZIP,청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,category_value,4983,1,0,1,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_4983_churn.csv
Billing_ZIP,청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,category_value,4994,1,0,1,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_4994_churn.csv
Billing_ZIP,청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,category_value,4999,1,0,1,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_4999_churn.csv
Billing_ZIP,청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,category_value,5000,1,0,1,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_5000_churn.csv
Billing_ZIP,청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,category_value,5140,1,0,1,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_5140_churn.csv
Billing_ZIP,청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,category_value,5400,1,0,1,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_5400_churn.csv
Billing_ZIP,청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,category_value,5780,1,0,1,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_5780_churn.csv
Billing_ZIP,청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,category_value,6045,1,0,1,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_6045_churn.csv
Billing_ZIP,청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,category_value,6049,1,0,1,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_6049_churn.csv
Billing_ZIP,청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,category_value,6052,1,0,1,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_6052_churn.csv
Billing_ZIP,청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,category_value,6056,1,0,1,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_6056_churn.csv
Billing_ZIP,청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,category_value,6057,1,0,1,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_6057_churn.csv
Billing_ZIP,청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,category_value,6059,1,0,1,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_6059_churn.csv
Billing_ZIP,청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,category_value,6061,1,0,1,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_6061_churn.csv
Billing_ZIP,청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,category_value,6064,1,0,1,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_6064_churn.csv
Billing_ZIP,청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,category_value,6091,1,0,1,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_6091_churn.csv
Billing_ZIP,청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,category_value,6102,1,0,1,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_6102_churn.csv
Billing_ZIP,청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,category_value,6103,1,0,1,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_6103_churn.csv
Billing_ZIP,청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,category_value,6141,1,0,1,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_6141_churn.csv
Billing_ZIP,청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,category_value,6145,1,0,1,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_6145_churn.csv
Billing_ZIP,청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,category_value,6148,1,0,1,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_6148_churn.csv
Billing_ZIP,청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,category_value,6149,1,0,1,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_6149_churn.csv
Billing_ZIP,청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,category_value,6150,1,0,1,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_6150_churn.csv
Billing_ZIP,청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,category_value,6152,1,0,1,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_6152_churn.csv
Billing_ZIP,청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,category_value,6153,1,0,1,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_6153_churn.csv
Billing_ZIP,청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,category_value,6171,1,0,1,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_6171_churn.csv
Billing_ZIP,청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,category_value,6172,1,0,1,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_6172_churn.csv
Billing_ZIP,청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,category_value,6215,1,0,1,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_6215_churn.csv
Billing_ZIP,청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,category_value,6218,1,0,1,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_6218_churn.csv
Billing_ZIP,청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,category_value,6238,1,0,1,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_6238_churn.csv
Billing_ZIP,청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,category_value,6258,1,0,1,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_6258_churn.csv
Billing_ZIP,청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,category_value,6266,1,0,1,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_6266_churn.csv
Billing_ZIP,청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,category_value,6269,1,0,1,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_6269_churn.csv
Billing_ZIP,청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,category_value,6270,1,0,1,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_6270_churn.csv
Billing_ZIP,청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,category_value,6272,1,0,1,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_6272_churn.csv
Billing_ZIP,청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,category_value,6275,1,0,1,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_6275_churn.csv
Billing_ZIP,청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,category_value,6279,1,0,1,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_6279_churn.csv
Billing_ZIP,청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,category_value,6285,1,0,1,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_6285_churn.csv
Billing_ZIP,청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,category_value,6292,1,0,1,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_6292_churn.csv
Billing_ZIP,청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,category_value,6310,1,0,1,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_6310_churn.csv
Billing_ZIP,청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,category_value,6372,1,0,1,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_6372_churn.csv
Billing_ZIP,청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,category_value,6380,1,0,1,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_6380_churn.csv
